"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"023044","Legnago","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",13128,"p","dato provvisorio"
"023044","Legnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",25380,"p","dato provvisorio"
"015118","Legnano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",29129,"p","dato provvisorio"
"015118","Legnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",60481,"p","dato provvisorio"
"028044","Legnaro","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",4501,"p","dato provvisorio"
"028044","Legnaro","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",4513,"p","dato provvisorio"
"028044","Legnaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",9014,"p","dato provvisorio"
"091038","Lei","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",247,"p","dato provvisorio"
"091038","Lei","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",492,"p","dato provvisorio"
"001130","Leini","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",8141,"p","dato provvisorio"
"001130","Leini","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",8315,"p","dato provvisorio"
"010029","Leivi","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1186,"p","dato provvisorio"
"010029","Leivi","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1239,"p","dato provvisorio"
"010029","Leivi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2425,"p","dato provvisorio"
"001131","Lemie","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",107,"p","dato provvisorio"
"001131","Lemie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",207,"p","dato provvisorio"
"029029","Lendinara","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",5644,"p","dato provvisorio"
"029029","Lendinara","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",5990,"p","dato provvisorio"
"029029","Lendinara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",11634,"p","dato provvisorio"
"083037","Leni","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",343,"p","dato provvisorio"
"083037","Leni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",706,"p","dato provvisorio"
"016125","Lenna","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",290,"p","dato provvisorio"
"016125","Lenna","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",308,"p","dato provvisorio"
"017088","Leno","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",7129,"p","dato provvisorio"
"017088","Leno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",14249,"p","dato provvisorio"
"059012","Lenola","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2062,"p","dato provvisorio"
"059012","Lenola","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2121,"p","dato provvisorio"
"059012","Lenola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",4183,"p","dato provvisorio"
"002068","Lenta","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",432,"p","dato provvisorio"
"002068","Lenta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",833,"p","dato provvisorio"
"108054","Lentate sul Seveso","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",7921,"p","dato provvisorio"
"108054","Lentate sul Seveso","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",7981,"p","dato provvisorio"
"108054","Lentate sul Seveso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",15902,"p","dato provvisorio"
"069047","Lentella","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",366,"p","dato provvisorio"
"069047","Lentella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",700,"p","dato provvisorio"
"025028","Lentiai","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1451,"p","dato provvisorio"
"025028","Lentiai","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1486,"p","dato provvisorio"
"025028","Lentiai","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2937,"p","dato provvisorio"
"089011","Lentini","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",11899,"p","dato provvisorio"
"089011","Lentini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",23101,"p","dato provvisorio"
"057033","Leonessa","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1174,"p","dato provvisorio"
"057033","Leonessa","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1154,"p","dato provvisorio"
"086011","Leonforte","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",6271,"p","dato provvisorio"
"086011","Leonforte","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",6691,"p","dato provvisorio"
"086011","Leonforte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",12962,"p","dato provvisorio"
"073010","Leporano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",4080,"p","dato provvisorio"
"073010","Leporano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",8143,"p","dato provvisorio"
"075036","Lequile","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",4185,"p","dato provvisorio"
"075036","Lequile","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",4458,"p","dato provvisorio"
"075036","Lequile","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",8643,"p","dato provvisorio"
"004106","Lequio Berria","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",209,"p","dato provvisorio"
"004106","Lequio Berria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",464,"p","dato provvisorio"
"004107","Lequio Tanaro","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",374,"p","dato provvisorio"
"004107","Lequio Tanaro","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",367,"p","dato provvisorio"
"082045","Lercara Friddi","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3190,"p","dato provvisorio"
"082045","Lercara Friddi","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",3536,"p","dato provvisorio"
"082045","Lercara Friddi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",6726,"p","dato provvisorio"
"011016","Lerici","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",4744,"p","dato provvisorio"
"011016","Lerici","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",10053,"p","dato provvisorio"
"006088","Lerma","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",397,"p","dato provvisorio"
"006088","Lerma","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",423,"p","dato provvisorio"
"006088","Lerma","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",820,"p","dato provvisorio"
"003084","Lesa","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1162,"p","dato provvisorio"
"003084","Lesa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2211,"p","dato provvisorio"
"004108","Lesegno","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",421,"p","dato provvisorio"
"004108","Lesegno","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",408,"p","dato provvisorio"
"034019","Lesignano de' Bagni","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2530,"p","dato provvisorio"
"034019","Lesignano de' Bagni","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2524,"p","dato provvisorio"
"001132","Lessolo","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",885,"p","dato provvisorio"
"091040","Loculi","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",275,"p","dato provvisorio"
"091040","Loculi","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",239,"p","dato provvisorio"
"091040","Loculi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",514,"p","dato provvisorio"
"091041","Lodè","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",845,"p","dato provvisorio"
"091041","Lodè","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",789,"p","dato provvisorio"
"091041","Lodè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1634,"p","dato provvisorio"
"098032","Lodi Vecchio","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3728,"p","dato provvisorio"
"098032","Lodi Vecchio","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",3881,"p","dato provvisorio"
"098032","Lodi Vecchio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",7609,"p","dato provvisorio"
"091104","Lodine","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",171,"p","dato provvisorio"
"091104","Lodine","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",161,"p","dato provvisorio"
"091104","Lodine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",332,"p","dato provvisorio"
"017090","Lodrino","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",875,"p","dato provvisorio"
"017090","Lodrino","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",798,"p","dato provvisorio"
"017090","Lodrino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1673,"p","dato provvisorio"
"017091","Lograto","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1902,"p","dato provvisorio"
"017091","Lograto","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1892,"p","dato provvisorio"
"017091","Lograto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",3794,"p","dato provvisorio"
"037034","Loiano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2169,"p","dato provvisorio"
"037034","Loiano","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2129,"p","dato provvisorio"
"037034","Loiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",4298,"p","dato provvisorio"
"097044","Lomagna","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2506,"p","dato provvisorio"
"097044","Lomagna","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2562,"p","dato provvisorio"
"097044","Lomagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",5068,"p","dato provvisorio"
"013133","Lomazzo","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",4875,"p","dato provvisorio"
"013133","Lomazzo","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",5113,"p","dato provvisorio"
"013133","Lomazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",9988,"p","dato provvisorio"
"001135","Lombardore","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",872,"p","dato provvisorio"
"001135","Lombardore","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",863,"p","dato provvisorio"
"001135","Lombardore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1735,"p","dato provvisorio"
"001136","Lombriasco","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",553,"p","dato provvisorio"
"001136","Lombriasco","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",492,"p","dato provvisorio"
"001136","Lombriasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1045,"p","dato provvisorio"
"018083","Lomello","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1010,"p","dato provvisorio"
"018083","Lomello","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1121,"p","dato provvisorio"
"018083","Lomello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2131,"p","dato provvisorio"
"022108","Lona-Lases","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",428,"p","dato provvisorio"
"022108","Lona-Lases","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",434,"p","dato provvisorio"
"022108","Lona-Lases","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",862,"p","dato provvisorio"
"012089","Lonate Ceppino","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2453,"p","dato provvisorio"
"012089","Lonate Ceppino","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2576,"p","dato provvisorio"
"012089","Lonate Ceppino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",5029,"p","dato provvisorio"
"012090","Lonate Pozzolo","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",5795,"p","dato provvisorio"
"012090","Lonate Pozzolo","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",5931,"p","dato provvisorio"
"012090","Lonate Pozzolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",11726,"p","dato provvisorio"
"017092","Lonato del Garda","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",8275,"p","dato provvisorio"
"017092","Lonato del Garda","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",8450,"p","dato provvisorio"
"017092","Lonato del Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",16725,"p","dato provvisorio"
"048025","Londa","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",996,"p","dato provvisorio"
"048025","Londa","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",915,"p","dato provvisorio"
"048025","Londa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1911,"p","dato provvisorio"
"094024","Longano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",328,"p","dato provvisorio"
"094024","Longano","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",347,"p","dato provvisorio"
"094024","Longano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",675,"p","dato provvisorio"
"024051","Longare","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2816,"p","dato provvisorio"
"024051","Longare","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2793,"p","dato provvisorio"
"024051","Longare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",5609,"p","dato provvisorio"
"017093","Longhena","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",301,"p","dato provvisorio"
"017093","Longhena","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",270,"p","dato provvisorio"
"017093","Longhena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",571,"p","dato provvisorio"
"083042","Longi","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",679,"p","dato provvisorio"
"083042","Longi","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",726,"p","dato provvisorio"
"083042","Longi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1405,"p","dato provvisorio"
"040018","Longiano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3502,"p","dato provvisorio"
"040018","Longiano","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",3698,"p","dato provvisorio"
"040018","Longiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",7200,"p","dato provvisorio"
"078067","Longobardi","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1238,"p","dato provvisorio"
"078067","Longobardi","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1117,"p","dato provvisorio"
"078067","Longobardi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2355,"p","dato provvisorio"
"078068","Longobucco","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1467,"p","dato provvisorio"
"078068","Longobucco","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1478,"p","dato provvisorio"
"078068","Longobucco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2945,"p","dato provvisorio"
"013134","Longone al Segrino","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",950,"p","dato provvisorio"
"013134","Longone al Segrino","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",968,"p","dato provvisorio"
"013134","Longone al Segrino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1918,"p","dato provvisorio"
"057034","Longone Sabino","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",281,"p","dato provvisorio"
"057034","Longone Sabino","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",273,"p","dato provvisorio"
"057034","Longone Sabino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",554,"p","dato provvisorio"
"024052","Lonigo","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",8286,"p","dato provvisorio"
"024052","Lonigo","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",8225,"p","dato provvisorio"
"024052","Lonigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",16511,"p","dato provvisorio"
"001137","Loranzè","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",574,"p","dato provvisorio"
"001137","Loranzè","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",592,"p","dato provvisorio"
"001137","Loranzè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1166,"p","dato provvisorio"
"028046","Loreggia","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3912,"p","dato provvisorio"
"028046","Loreggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",7743,"p","dato provvisorio"
"103038","Loreglia","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",117,"p","dato provvisorio"
"103038","Loreglia","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",116,"p","dato provvisorio"
"103038","Loreglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",233,"p","dato provvisorio"
"025032","Lorenzago di Cadore","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",281,"p","dato provvisorio"
"025032","Lorenzago di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",558,"p","dato provvisorio"
"029030","Loreo","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1704,"p","dato provvisorio"
"029030","Loreo","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1754,"p","dato provvisorio"
"029030","Loreo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",3458,"p","dato provvisorio"
"042022","Loreto","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",6131,"p","dato provvisorio"
"042022","Loreto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",12786,"p","dato provvisorio"
"068021","Loreto Aprutino","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3654,"p","dato provvisorio"
"068021","Loreto Aprutino","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",3721,"p","dato provvisorio"
"068021","Loreto Aprutino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",7375,"p","dato provvisorio"
"026036","Loria","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",4553,"p","dato provvisorio"
"026036","Loria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",9363,"p","dato provvisorio"
"051020","Loro Ciuffenna","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2912,"p","dato provvisorio"
"051020","Loro Ciuffenna","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2966,"p","dato provvisorio"
"043022","Loro Piceno","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1105,"p","dato provvisorio"
"043022","Loro Piceno","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1198,"p","dato provvisorio"
"043022","Loro Piceno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2303,"p","dato provvisorio"
"010030","Lorsica","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",224,"p","dato provvisorio"
"010030","Lorsica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",436,"p","dato provvisorio"
"017094","Losine","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",303,"p","dato provvisorio"
"017094","Losine","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",306,"p","dato provvisorio"
"017094","Losine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",609,"p","dato provvisorio"
"016128","Lovere","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2402,"p","dato provvisorio"
"016128","Lovere","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2791,"p","dato provvisorio"
"016128","Lovere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",5193,"p","dato provvisorio"
"014038","Lovero","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",328,"p","dato provvisorio"
"014038","Lovero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",653,"p","dato provvisorio"
"017095","Lozio","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",198,"p","dato provvisorio"
"017095","Lozio","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",207,"p","dato provvisorio"
"017095","Lozio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",405,"p","dato provvisorio"
"012091","Lozza","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",633,"p","dato provvisorio"
"012091","Lozza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1250,"p","dato provvisorio"
"028047","Lozzo Atestino","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1538,"p","dato provvisorio"
"028047","Lozzo Atestino","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1526,"p","dato provvisorio"
"025033","Lozzo di Cadore","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",643,"p","dato provvisorio"
"025033","Lozzo di Cadore","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",697,"p","dato provvisorio"
"025033","Lozzo di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1340,"p","dato provvisorio"
"002072","Lozzolo","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",397,"p","dato provvisorio"
"002072","Lozzolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",824,"p","dato provvisorio"
"006089","Lu","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",524,"p","dato provvisorio"
"006089","Lu","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",553,"p","dato provvisorio"
"006089","Lu","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1077,"p","dato provvisorio"
"056033","Lubriano","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",463,"p","dato provvisorio"
"056033","Lubriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",895,"p","dato provvisorio"
"084022","Lucca Sicula","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",854,"p","dato provvisorio"
"084022","Lucca Sicula","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",905,"p","dato provvisorio"
"071028","Lucera","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",16021,"p","dato provvisorio"
