"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"060038","Frosinone","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",22043,"p","dato provvisorio"
"060038","Frosinone","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",24011,"p","dato provvisorio"
"066049","L'Aquila","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",34208,"p","dato provvisorio"
"066049","L'Aquila","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",35270,"p","dato provvisorio"
"066049","L'Aquila","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",69478,"p","dato provvisorio"
"067041","Teramo","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",26298,"p","dato provvisorio"
"067041","Teramo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",54343,"p","dato provvisorio"
"068028","Pescara","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",55949,"p","dato provvisorio"
"068028","Pescara","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",63348,"p","dato provvisorio"
"068028","Pescara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",119297,"p","dato provvisorio"
"069022","Chieti","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",26469,"p","dato provvisorio"
"069022","Chieti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",50646,"p","dato provvisorio"
"070006","Campobasso","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",23518,"p","dato provvisorio"
"070006","Campobasso","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",25531,"p","dato provvisorio"
"094023","Isernia","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",10459,"p","dato provvisorio"
"094023","Isernia","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",11290,"p","dato provvisorio"
"094023","Isernia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",21749,"p","dato provvisorio"
"061022","Caserta","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",35409,"p","dato provvisorio"
"061022","Caserta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",75430,"p","dato provvisorio"
"062008","Benevento","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",28244,"p","dato provvisorio"
"062008","Benevento","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",30956,"p","dato provvisorio"
"062008","Benevento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",59200,"p","dato provvisorio"
"063049","Napoli","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",500622,"p","dato provvisorio"
"063049","Napoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",959188,"p","dato provvisorio"
"064008","Avellino","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",25426,"p","dato provvisorio"
"064008","Avellino","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",28601,"p","dato provvisorio"
"065116","Salerno","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",62363,"p","dato provvisorio"
"065116","Salerno","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",71001,"p","dato provvisorio"
"065116","Salerno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",133364,"p","dato provvisorio"
"071024","Foggia","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",73520,"p","dato provvisorio"
"071024","Foggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",151203,"p","dato provvisorio"
"072006","Bari","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",154136,"p","dato provvisorio"
"072006","Bari","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",166726,"p","dato provvisorio"
"072006","Bari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",320862,"p","dato provvisorio"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",102798,"p","dato provvisorio"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",196702,"p","dato provvisorio"
"074001","Brindisi","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",41698,"p","dato provvisorio"
"074001","Brindisi","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",45114,"p","dato provvisorio"
"075035","Lecce","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",45020,"p","dato provvisorio"
"075035","Lecce","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",50249,"p","dato provvisorio"
"075035","Lecce","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",95269,"p","dato provvisorio"
"110001","Andria","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",49266,"p","dato provvisorio"
"110001","Andria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",99671,"p","dato provvisorio"
"110002","Barletta","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",46871,"p","dato provvisorio"
"110002","Barletta","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",47693,"p","dato provvisorio"
"110002","Barletta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",94564,"p","dato provvisorio"
"110009","Trani","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",28199,"p","dato provvisorio"
"110009","Trani","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",55851,"p","dato provvisorio"
"076063","Potenza","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",32155,"p","dato provvisorio"
"076063","Potenza","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",34614,"p","dato provvisorio"
"077014","Matera","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",29513,"p","dato provvisorio"
"077014","Matera","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",30891,"p","dato provvisorio"
"077014","Matera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",60404,"p","dato provvisorio"
"078045","Cosenza","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",31613,"p","dato provvisorio"
"078045","Cosenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",67270,"p","dato provvisorio"
"079023","Catanzaro","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",46585,"p","dato provvisorio"
"080063","Reggio di Calabria","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",93939,"p","dato provvisorio"
"080063","Reggio di Calabria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",180369,"p","dato provvisorio"
"101010","Crotone","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",33625,"p","dato provvisorio"
"101010","Crotone","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",31085,"p","dato provvisorio"
"102047","Vibo Valentia","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",17202,"p","dato provvisorio"
"102047","Vibo Valentia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",33455,"p","dato provvisorio"
"082053","Palermo","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",316812,"p","dato provvisorio"
"082053","Palermo","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",346589,"p","dato provvisorio"
"084001","Agrigento","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",28973,"p","dato provvisorio"
"018003","Albonese","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",268,"p","dato provvisorio"
"018003","Albonese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",530,"p","dato provvisorio"
"014002","Albosaggia","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1514,"p","dato provvisorio"
"014002","Albosaggia","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1497,"p","dato provvisorio"
"014002","Albosaggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",3011,"p","dato provvisorio"
"005002","Albugnano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",262,"p","dato provvisorio"
"005002","Albugnano","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",243,"p","dato provvisorio"
"005002","Albugnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",505,"p","dato provvisorio"
"018004","Albuzzano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1790,"p","dato provvisorio"
"018004","Albuzzano","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1774,"p","dato provvisorio"
"018004","Albuzzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",3564,"p","dato provvisorio"
"081001","Alcamo","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",22237,"p","dato provvisorio"
"081001","Alcamo","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",22953,"p","dato provvisorio"
"081001","Alcamo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",45190,"p","dato provvisorio"
"083001","Alcara li Fusi","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",873,"p","dato provvisorio"
"083001","Alcara li Fusi","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",988,"p","dato provvisorio"
"083001","Alcara li Fusi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1861,"p","dato provvisorio"
"022003","Aldeno","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1556,"p","dato provvisorio"
"022003","Aldeno","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1612,"p","dato provvisorio"
"022003","Aldeno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",3168,"p","dato provvisorio"
"021001","Aldino/Aldein","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",848,"p","dato provvisorio"
"021001","Aldino/Aldein","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",808,"p","dato provvisorio"
"021001","Aldino/Aldein","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1656,"p","dato provvisorio"
"095004","Ales","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",698,"p","dato provvisorio"
"095004","Ales","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",686,"p","dato provvisorio"
"095004","Ales","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1384,"p","dato provvisorio"
"078007","Alessandria del Carretto","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",222,"p","dato provvisorio"
"078007","Alessandria del Carretto","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",193,"p","dato provvisorio"
"078007","Alessandria del Carretto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",415,"p","dato provvisorio"
"084002","Alessandria della Rocca","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1341,"p","dato provvisorio"
"084002","Alessandria della Rocca","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1462,"p","dato provvisorio"
"084002","Alessandria della Rocca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2803,"p","dato provvisorio"
"075002","Alessano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3079,"p","dato provvisorio"
"075002","Alessano","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",3321,"p","dato provvisorio"
"075002","Alessano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",6400,"p","dato provvisorio"
"075003","Alezio","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2694,"p","dato provvisorio"
"075003","Alezio","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2935,"p","dato provvisorio"
"075003","Alezio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",5629,"p","dato provvisorio"
"065004","Alfano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",485,"p","dato provvisorio"
"065004","Alfano","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",515,"p","dato provvisorio"
"065004","Alfano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1000,"p","dato provvisorio"
"066003","Alfedena","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",451,"p","dato provvisorio"
"066003","Alfedena","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",399,"p","dato provvisorio"
"066003","Alfedena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",850,"p","dato provvisorio"
"017004","Alfianello","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1223,"p","dato provvisorio"
"017004","Alfianello","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1227,"p","dato provvisorio"
"017004","Alfianello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2450,"p","dato provvisorio"
"006004","Alfiano Natta","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",408,"p","dato provvisorio"
"006004","Alfiano Natta","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",371,"p","dato provvisorio"
"006004","Alfiano Natta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",779,"p","dato provvisorio"
"039001","Alfonsine","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",5769,"p","dato provvisorio"
"039001","Alfonsine","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",6169,"p","dato provvisorio"
"039001","Alfonsine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",11938,"p","dato provvisorio"
"090003","Alghero","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",21185,"p","dato provvisorio"
"090003","Alghero","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",22746,"p","dato provvisorio"
"090003","Alghero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",43931,"p","dato provvisorio"
"016248","Algua","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",340,"p","dato provvisorio"
"016248","Algua","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",328,"p","dato provvisorio"
"016248","Algua","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",668,"p","dato provvisorio"
"083002","Alì","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",362,"p","dato provvisorio"
"083002","Alì","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",372,"p","dato provvisorio"
"083002","Alì","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",734,"p","dato provvisorio"
"083003","Alì Terme","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1175,"p","dato provvisorio"
"083003","Alì Terme","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1256,"p","dato provvisorio"
"083003","Alì Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2431,"p","dato provvisorio"
"082001","Alia","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1660,"p","dato provvisorio"
"082001","Alia","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1815,"p","dato provvisorio"
"082001","Alia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",3475,"p","dato provvisorio"
"077002","Aliano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",471,"p","dato provvisorio"
"077002","Aliano","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",483,"p","dato provvisorio"
"077002","Aliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",954,"p","dato provvisorio"
"006005","Alice Bel Colle","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",405,"p","dato provvisorio"
"006005","Alice Bel Colle","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",341,"p","dato provvisorio"
"006005","Alice Bel Colle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",746,"p","dato provvisorio"
"061002","Alife","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3840,"p","dato provvisorio"
"061002","Alife","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",3816,"p","dato provvisorio"
"061002","Alife","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",7656,"p","dato provvisorio"
"082002","Alimena","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",892,"p","dato provvisorio"
"082002","Alimena","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",1025,"p","dato provvisorio"
"082002","Alimena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1917,"p","dato provvisorio"
"082003","Aliminusa","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",599,"p","dato provvisorio"
"082003","Aliminusa","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",574,"p","dato provvisorio"
"082003","Aliminusa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1173,"p","dato provvisorio"
"095005","Allai","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",188,"p","dato provvisorio"
"095005","Allai","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",176,"p","dato provvisorio"
"095005","Allai","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",364,"p","dato provvisorio"
"025003","Alleghe","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",574,"p","dato provvisorio"
"025003","Alleghe","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",618,"p","dato provvisorio"
"025003","Alleghe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1192,"p","dato provvisorio"
"007001","Allein","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",106,"p","dato provvisorio"
"007001","Allein","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",105,"p","dato provvisorio"
"007001","Allein","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",211,"p","dato provvisorio"
"055002","Allerona","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",857,"p","dato provvisorio"
"055002","Allerona","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",906,"p","dato provvisorio"
"055002","Allerona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1763,"p","dato provvisorio"
"075004","Alliste","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3193,"p","dato provvisorio"
"075004","Alliste","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",3500,"p","dato provvisorio"
"075004","Alliste","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",6693,"p","dato provvisorio"
"058004","Allumiere","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",1977,"p","dato provvisorio"
"058004","Allumiere","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2043,"p","dato provvisorio"
"058004","Allumiere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",4020,"p","dato provvisorio"
"016005","Almè","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2672,"p","dato provvisorio"
"016005","Almè","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2866,"p","dato provvisorio"
"016005","Almè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",5538,"p","dato provvisorio"
"016006","Almenno San Bartolomeo","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3135,"p","dato provvisorio"
"016006","Almenno San Bartolomeo","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",3160,"p","dato provvisorio"
"016006","Almenno San Bartolomeo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",6295,"p","dato provvisorio"
"016007","Almenno San Salvatore","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2774,"p","dato provvisorio"
"016007","Almenno San Salvatore","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2900,"p","dato provvisorio"
"016007","Almenno San Salvatore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",5674,"p","dato provvisorio"
"001006","Almese","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3121,"p","dato provvisorio"
"001006","Almese","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",3257,"p","dato provvisorio"
"001006","Almese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",6378,"p","dato provvisorio"
"024003","Alonte","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",817,"p","dato provvisorio"
"024003","Alonte","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",797,"p","dato provvisorio"
"024003","Alonte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",1614,"p","dato provvisorio"
"001007","Alpette","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",128,"p","dato provvisorio"
"001007","Alpette","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",242,"p","dato provvisorio"
"001008","Alpignano","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",8065,"p","dato provvisorio"
"001008","Alpignano","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",8314,"p","dato provvisorio"
"001008","Alpignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",16379,"p","dato provvisorio"
"033002","Alseno","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2397,"p","dato provvisorio"
"033002","Alseno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",4696,"p","dato provvisorio"
"013006","Alserio","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",630,"p","dato provvisorio"
"013006","Alserio","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",635,"p","dato provvisorio"
"072004","Altamura","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",34663,"p","dato provvisorio"
"072004","Altamura","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",36004,"p","dato provvisorio"
"072004","Altamura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",70667,"p","dato provvisorio"
"009005","Altare","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",991,"p","dato provvisorio"
"009005","Altare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",2008,"p","dato provvisorio"
"064002","Altavilla Irpina","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",2019,"p","dato provvisorio"
"064002","Altavilla Irpina","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",2093,"p","dato provvisorio"
"064002","Altavilla Irpina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",4112,"p","dato provvisorio"
"082004","Altavilla Milicia","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",4186,"p","dato provvisorio"
"082004","Altavilla Milicia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",8349,"p","dato provvisorio"
"006007","Altavilla Monferrato","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",233,"p","dato provvisorio"
"006007","Altavilla Monferrato","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",197,"p","dato provvisorio"
"065005","Altavilla Silentina","JAN","popolazione al 1º gennaio","1","maschi","TOTAL","totale","99","totale","2019","2019",3468,"p","dato provvisorio"
"065005","Altavilla Silentina","JAN","popolazione al 1º gennaio","2","femmine","TOTAL","totale","99","totale","2019","2019",3627,"p","dato provvisorio"
"065005","Altavilla Silentina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2019","2019",7095,"p","dato provvisorio"
